sen_str,swapped_sen_str,leaf_rule
č̣(ṭ) mṭw Wśr(.w) Ppy Nfr-kꜣ-rꜥ čwt kꜣ ⸗f,č̣(ṭ) mṭw Wśr(.w) Ppy Nfr-kꜣ-rꜥ kꜣ čwt ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
mś.n čw Ꞽḫ.t[-wt.t] [ś:škr.n] [čw] Ꞽḫ.t-wr.t n čwt ꞽś Ḥr.w šn(.w) m sꜣ ꞽr.t ⸗f,mś.n čw Ꞽḫ.t[-wt.t] [ś:škr.n] [čw] Ꞽḫ.t-wr.t n Ḥr.w čwt ꞽś šn(.w) m sꜣ ꞽr.t ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
nꞽ č̣r(.w) rṭ ⸗k m p.t nꞽ ḫśf(.w) ⸗k m tꜣ n čwt ꞽś ꜣḫ mś.w Nw.t śnḳ.w Nb.t ḥw.t ṭmč̣ ⸗śn čw,nꞽ č̣r(.w) rṭ ⸗k m p.t nꞽ ḫśf(.w) ⸗k m tꜣ n ꜣḫ čwt ꞽś mś.w Nw.t śnḳ.w Nb.t ḥw.t ṭmč̣ ⸗śn čw,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
nꞽ śk ⸗k nꞽ śk kꜣ ⸗k čwt kꜣ,nꞽ śk ⸗k nꞽ śk kꜣ ⸗k kꜣ čwt,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
hꜣ Wśr(.w) Ttꞽ pw čwt nčr śḫm nꞽ nčr mꞽw.tꞽ ⸗k,hꜣ Wśr(.w) Ttꞽ pw nčr čwt śḫm nꞽ nčr mꞽw.tꞽ ⸗k,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ꞽn čwt Ḥr.w,ꞽn Ḥr.w čwt,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ꜥb(.wꞽ) ṭp ⸗f śm(ꜣ.wꞽ) n čwt ꞽś sꞽ km sꜣ sꞽ.t km.t mś.w sꞽ.t bꜣḳ.t śnḳ.w fṭ.t wꜣp.t,ꜥb(.wꞽ) ṭp ⸗f śm(ꜣ.wꞽ) n sꞽ čwt ꞽś km sꜣ sꞽ.t km.t mś.w sꞽ.t bꜣḳ.t śnḳ.w fṭ.t wꜣp.t,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
[ẖnm] ⸗ś čw m ꜥw (ꞽ)ḫ.t nb(.t) č̣w.t m rn ⸗ś n(.ꞽ) ẖnm.t wr.t čwt Wr.ꞽ ꞽm(.ꞽ) mś.w ⸗ś,[ẖnm] ⸗ś čw m ꜥw (ꞽ)ḫ.t nb(.t) č̣w.t m rn ⸗ś n(.ꞽ) ẖnm.t wr.t Wr.ꞽ čwt ꞽm(.ꞽ) mś.w ⸗ś,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
č̣(ṭ) mṭw čwt ꞽr(.ꞽ) ⸗f | nw rwč̣,č̣(ṭ) mṭw ꞽr(.ꞽ) čwt ⸗f | nw rwč̣,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ś:ḥm.n n ⸗k św Ḥr.w čwt wr ꞽr ⸗f,ś:ḥm.n n ⸗k św Ḥr.w wr čwt ꞽr ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
pr.n ⸗k m bꜣḥ ⸗f čwt ꞽt(ꞽ) n(.ꞽ) Ḥr.w [w]tč św m rn ⸗k n(.ꞽ) wtč,pr.n ⸗k m bꜣḥ ⸗f ꞽt(ꞽ) čwt n(.ꞽ) Ḥr.w [w]tč św m rn ⸗k n(.ꞽ) wtč,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
nꞽ ḥr ꜥ.(w)t ⸗k ꞽr ⸗k n čwt ꞽś wꜥ m nčr(.w),nꞽ ḥr ꜥ.(w)t ⸗k ꞽr ⸗k n wꜥ čwt ꞽś m nčr(.w),[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ꞽn čwt Śtẖ,ꞽn Śtẖ čwt,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ꞽr ⸗k ꞽrr.t Wśr(.w) n čwt ꞽś ḥr(.ꞽ) nś.t ⸗f,ꞽr ⸗k ꞽrr.t Wśr(.w) n ḥr(.ꞽ) čwt ꞽś nś.t ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ḥ(w).n ⸗f n ⸗k Śtẖ ḳꜣś(.w) čwt kꜣ ⸗f,ḥ(w).n ⸗f n ⸗k Śtẖ ḳꜣś(.w) kꜣ čwt ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
nfr w(ꞽ) Ttꞽ ḥtp ꞽt(ꞽ) ⸗f Gbb ḥr ⸗f,Ttꞽ ḥtp ꞽt(ꞽ) ⸗f Gbb ḥr ⸗f nfr w(ꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n.ꞽ św śḫm m ś.t ⸗f,św n.ꞽ śḫm m ś.t ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) kꜣ Wnꞽś (ꞽ)ḫ.(w)t nb(.wt),(ꞽ)ḫ.(w)t nb(.wt) n(.ꞽ) kꜣ Wnꞽś,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wꜣč̣ Ttꞽ ḥnꜥ ⸗k,Ttꞽ wꜣč̣ ḥnꜥ ⸗k,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
[wč̣ꜣ] [w(ꞽ)] Ttꞽ wč̣ꜣ w(ꞽ) Ttꞽ,[wč̣ꜣ] [w(ꞽ)] Ttꞽ Ttꞽ wč̣ꜣ w(ꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wč̣ꜣ rʾ Wnꞽś m hh,rʾ Wnꞽś wč̣ꜣ m hh,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) św ꞽm.(ꞽ)w ḫt Rꜥw ṭp.(ꞽ)w ꜥw.w(ꞽ) nčr ṭwꜣ(.w),św n(.ꞽ) ꞽm.(ꞽ)w ḫt Rꜥw ṭp.(ꞽ)w ꜥw.w(ꞽ) nčr ṭwꜣ(.w),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
[wč̣ꜣ] [w(ꞽ)] Ttꞽ wč̣ꜣ w(ꞽ) Ttꞽ,Ttꞽ [wč̣ꜣ] [w(ꞽ)] wč̣ꜣ w(ꞽ) Ttꞽ,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
nš w(ꞽ) ś(ꞽ) nš w(ꞽ) ś(ꞽ),ś(ꞽ) nš w(ꞽ) nš w(ꞽ) ś(ꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wꜥb rʾ n(.ꞽ) Wnꞽś śnčr pśč̣.t(ꞽ) Wnꞽś,rʾ n(.ꞽ) Wnꞽś wꜥb śnčr pśč̣.t(ꞽ) Wnꞽś,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
čn kw ꞽ.n ⸗śn m rn ⸗k n(.ꞽ) nčr,kw čn ꞽ.n ⸗śn m rn ⸗k n(.ꞽ) nčr,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
č̣(ṭ) mṭw nfr w(ꞽ) ꜣ mꜣ.w ḥtp w(ꞽ) ꜣ pt(r) ꞽ.n ⸗śn ꞽn nčr(.w) pr.t r ⸗f nčr pn ꞽr p.t pr.t r ⸗f Wnꞽś r p.t bꜣ(.w) ⸗f ṭp ⸗f šꜥ.t ⸗f r gś(.wꞽ) ⸗f ḥkꜣ(.w) ⸗f ṭp rṭ(.wꞽ) ⸗f,č̣(ṭ) mṭw mꜣ.w nfr w(ꞽ) ꜣ ḥtp w(ꞽ) ꜣ pt(r) ꞽ.n ⸗śn ꞽn nčr(.w) pr.t r ⸗f nčr pn ꞽr p.t pr.t r ⸗f Wnꞽś r p.t bꜣ(.w) ⸗f ṭp ⸗f šꜥ.t ⸗f r gś(.wꞽ) ⸗f ḥkꜣ(.w) ⸗f ṭp rṭ(.wꞽ) ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
nfr w(ꞽ) ḥr ⸗č ḥtp.t(ꞽ) mꜣ(w).tꞽ rnpw.tꞽ mś.n čm nčr ꞽt(ꞽ) nčr(.w),ḥr ⸗č nfr w(ꞽ) ḥtp.t(ꞽ) mꜣ(w).tꞽ rnpw.tꞽ mś.n čm nčr ꞽt(ꞽ) nčr(.w),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wśr św r ⸗f,św wśr r ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
ꜥꜣ rṭ ⸗k,rṭ ⸗k ꜥꜣ,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
ꜥꜣb wꜥb ꞽm(.ꞽ) ⸗ꞽ |,wꜥb ꞽm(.ꞽ) ⸗ꞽ ꜥꜣb |,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) kw św,św n(.ꞽ) kw,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
č̣(ṭ) mṭw nfr w(ꞽ) ꜣ mꜣꞽ.w Ttꞽ śšṭ.ꞽ m wp.t Rꜥw šnč̣.wt ⸗f ḥr ⸗f m Ḥw.t Ḥr.w šw.t ⸗f m šw.t bꞽk pr ⸗f r ⸗f ꞽr p.t m m śn.w ⸗f nčr(.w),č̣(ṭ) mṭw mꜣꞽ.w Ttꞽ śšṭ.ꞽ m wp.t Rꜥw šnč̣.wt ⸗f ḥr ⸗f m Ḥw.t Ḥr.w šw.t ⸗f m šw.t bꞽk nfr w(ꞽ) ꜣ pr ⸗f r ⸗f ꞽr p.t m m śn.w ⸗f nčr(.w),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wꜣč̣ Ttꞽ m nꞽś ꞽr.t ⸗k ꞽm.t bḫḫ.w,Ttꞽ wꜣč̣ m nꞽś ꞽr.t ⸗k ꞽm.t bḫḫ.w,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) św ꞽ:rḫ.w čw,św n(.ꞽ) ꞽ:rḫ.w čw,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
nfr w(ꞽ) wꜥb ⸗k smn,wꜥb ⸗k nfr w(ꞽ) smn,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) kw mn nčr pw č̣ṭ.n sꜣ.t(ꞽ) (Ꞽ)tm(.w),kw n(.ꞽ) mn nčr pw č̣ṭ.n sꜣ.t(ꞽ) (Ꞽ)tm(.w),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
ḥtp w(ꞽ) ḫr.t ⸗k,ḫr.t ⸗k ḥtp w(ꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
ꜥꜣ Ttꞽ r Ḥr.w č(m)ś.tꞽ ṭšr.t ṭp.t Rꜥw,Ttꞽ ꜥꜣ r Ḥr.w č(m)ś.tꞽ ṭšr.t ṭp.t Rꜥw,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) św fḫḫ.ꞽ,św n(.ꞽ) fḫḫ.ꞽ,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
nš w(ꞽ) ś(ꞽ) nš w(ꞽ) ś(ꞽ),nš w(ꞽ) ś(ꞽ) ś(ꞽ) nš w(ꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wꜥb (ꞽ)r ⸗f šśꜣ.w pn ꞽm(.ꞽ) rʾ ⸗f,šśꜣ.w pn ꞽm(.ꞽ) rʾ ⸗f wꜥb (ꞽ)r ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) č̣.t ⸗f (ꞽ)ḫ.(w)t nb(.wt) | č̣śr.t,(ꞽ)ḫ.(w)t nb(.wt) n(.ꞽ) č̣.t ⸗f | č̣śr.t,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) św mꜣꜣ.ꞽ,św n(.ꞽ) mꜣꜣ.ꞽ,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wč̣ꜣ w(ꞽ) Ttꞽ wč̣ꜣ w(ꞽ) Ttꞽ,wč̣ꜣ w(ꞽ) Ttꞽ Ttꞽ wč̣ꜣ w(ꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
[č̣(ṭ)] [mṭw] [ḥng] [w(ꞽ)] [rʾ] [⸗k],[č̣(ṭ)] [mṭw] [rʾ] [⸗k] [ḥng] [w(ꞽ)],[0] -> [1] -> [2] -> [3] -> [4] -> [8]
n(.ꞽ) čw nḫḫ.w pẖr.w Rꜥw ṭp(.ꞽw) ꜥw.w(ꞽ) nčr ṭwꜣ(.wꞽ),čw n(.ꞽ) nḫḫ.w pẖr.w Rꜥw ṭp(.ꞽw) ꜥw.w(ꞽ) nčr ṭwꜣ(.wꞽ),[0] -> [1] -> [2] -> [3] -> [4] -> [8]
nḫt Wnꞽś r ⸗śn ḫꜥ(.w) ḥr wč̣b ⸗f,Wnꞽś ḫꜥ(.w) ḥr wč̣b ⸗f nḫt r ⸗śn,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
wč̣ꜣ w(ꞽ) Ttꞽ wč̣ꜣ w(ꞽ) Ttꞽ,Ttꞽ wč̣ꜣ w(ꞽ) wč̣ꜣ w(ꞽ) Ttꞽ,[0] -> [1] -> [2] -> [3] -> [4] -> [8]
